API_Number,Well_Name,Operator,County,Date,Formation,Oil_Prod_BBL,Gas_Prod_MCF,Water_Prod_BBL,BHP_PSI,GOR,Choke_Size
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2021-11-16,Avalon Shale,9903.9,22276.24,5941.94,2235.0,2249.0,48
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2021-12-16,Avalon Shale,9899.72,22431.77,5964.71,2190.0,2266.0,32
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-01-15,Avalon Shale,9758.44,22274.22,5904.5,2147.0,2283.0,32
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-02-14,Avalon Shale,9696.51,22294.42,5891.78,2104.0,2299.0,32
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-03-16,Avalon Shale,9142.39,21172.7,5578.43,2063.0,2316.0,32
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-04-15,Avalon Shale,8986.53,20961.47,5506.27,2022.0,2333.0,64
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-05-15,Avalon Shale,9069.03,21305.02,5579.98,1982.0,2349.0,64
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-06-14,Avalon Shale,8649.38,20463.28,5343.86,1943.0,2366.0,24
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-07-14,Avalon Shale,8808.21,20985.79,5464.47,1904.0,2383.0,64
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-08-13,Avalon Shale,8527.11,20458.14,5311.85,1867.0,2399.0,32
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-09-12,Avalon Shale,8328.1,20119.44,5209.14,1830.0,2416.0,32
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-10-12,Avalon Shale,8290.09,20165.72,5206.53,1793.0,2433.0,32
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-11-11,Avalon Shale,7953.53,19479.56,5015.47,1758.0,2449.0,24
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2022-12-11,Avalon Shale,8182.27,20176.11,5180.6,1723.0,2466.0,24
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-01-10,Avalon Shale,7947.45,19729.48,5052.21,1689.0,2482.0,64
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-02-09,Avalon Shale,7842.04,19598.46,5005.22,1655.0,2499.0,64
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-03-11,Avalon Shale,7518.27,18914.58,4817.77,1623.0,2516.0,64
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-04-10,Avalon Shale,7630.22,19323.34,4908.99,1591.0,2532.0,48
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-05-10,Avalon Shale,7323.3,18668.1,4730.22,1559.0,2549.0,48
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-06-09,Avalon Shale,7147.67,18339.47,4635.03,1528.0,2566.0,24
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-07-09,Avalon Shale,7180.23,18542.66,4674.48,1498.0,2582.0,64
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-08-08,Avalon Shale,7271.14,18898.56,4752.22,1468.0,2599.0,32
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-09-07,Avalon Shale,7084.3,18530.97,4648.19,1439.0,2616.0,48
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-10-07,Avalon Shale,6891.36,18141.12,4539.2,1411.0,2632.0,32
42-129-54593,LOVING_UNIT_223H,Chevron,Loving,2023-11-06,Avalon Shale,7001.69,18548.19,4629.74,1383.0,2649.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-01-01,Bone Spring,67259.48,185444.54,30301.1,4500.0,2757.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-01-31,Bone Spring,61101.32,170150.22,27664.41,4411.0,2785.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-03-02,Bone Spring,55950.32,157348.76,25458.26,4324.0,2812.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-04-01,Bone Spring,50651.95,143844.73,23161.52,4238.0,2840.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-05-01,Bone Spring,46551.36,133483.1,21391.31,4154.0,2867.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-05-31,Bone Spring,41356.7,119728.0,19097.41,4072.0,2895.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-06-30,Bone Spring,39353.22,115012.94,18260.91,3991.0,2923.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-07-30,Bone Spring,36594.49,107959.29,17063.22,3912.0,2950.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-08-29,Bone Spring,35011.36,104254.14,16403.9,3835.0,2978.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-09-28,Bone Spring,32309.63,97099.95,15210.84,3759.0,3005.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-10-28,Bone Spring,29452.12,89324.33,13931.91,3684.0,3033.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-11-27,Bone Spring,28044.87,85829.56,13329.4,3611.0,3060.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2019-12-27,Bone Spring,26786.33,82716.44,12791.57,3540.0,3088.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-01-26,Bone Spring,25380.0,79073.42,12177.16,3470.0,3116.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-02-25,Bone Spring,23540.66,73991.89,11347.69,3401.0,3143.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-03-26,Bone Spring,23159.47,73432.26,11216.1,3334.0,3171.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-04-25,Bone Spring,22107.72,70707.01,10756.54,3268.0,3198.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-05-25,Bone Spring,21369.29,68934.47,10445.39,3203.0,3226.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-06-24,Bone Spring,19618.45,63827.4,9633.76,3140.0,3253.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-07-24,Bone Spring,18909.09,62040.91,9328.02,3077.0,3281.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-08-23,Bone Spring,18452.76,61052.47,9144.48,3016.0,3309.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-09-22,Bone Spring,17373.15,57959.47,8648.59,2957.0,3336.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-10-22,Bone Spring,17121.52,57592.06,8561.9,2898.0,3364.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-11-21,Bone Spring,15844.82,53734.46,7959.15,2841.0,3391.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2020-12-21,Bone Spring,15780.24,53950.55,7962.26,2785.0,3419.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-01-20,Bone Spring,15405.43,53093.88,7807.85,2729.0,3446.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-02-19,Bone Spring,14826.39,51507.03,7547.77,2675.0,3474.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-03-21,Bone Spring,14165.36,49601.15,7243.16,2622.0,3502.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-04-20,Bone Spring,13756.22,48547.82,7064.95,2570.0,3529.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-05-20,Bone Spring,12914.43,45933.09,6661.71,2520.0,3557.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-06-19,Bone Spring,12715.2,45575.03,6587.58,2470.0,3584.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-07-19,Bone Spring,12250.03,44245.48,6374.17,2421.0,3612.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-08-18,Bone Spring,12078.36,43958.45,6312.05,2373.0,3639.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-09-17,Bone Spring,11718.75,42972.77,6150.52,2326.0,3667.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-10-17,Bone Spring,11354.69,41950.83,5985.02,2280.0,3695.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-11-16,Bone Spring,10780.5,40126.67,5706.65,2235.0,3722.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2021-12-16,Bone Spring,10723.69,40210.9,5700.74,2190.0,3750.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-01-15,Bone Spring,10352.61,39104.88,5526.79,2147.0,3777.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-02-14,Bone Spring,9892.98,37641.49,5303.7,2104.0,3805.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-03-16,Bone Spring,9746.89,37354.36,5247.33,2063.0,3832.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-04-15,Bone Spring,9415.04,36342.14,5089.89,2022.0,3860.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-05-15,Bone Spring,9329.96,36270.98,5064.91,1982.0,3888.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-06-14,Bone Spring,9086.08,35573.4,4952.98,1943.0,3915.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-07-14,Bone Spring,9077.97,35791.96,4969.01,1904.0,3943.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-08-13,Bone Spring,8557.72,33976.7,4703.52,1867.0,3970.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-09-12,Bone Spring,8658.88,34617.06,4778.62,1830.0,3998.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-10-12,Bone Spring,8410.18,33854.66,4660.31,1793.0,4025.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-11-11,Bone Spring,8263.81,33493.32,4597.82,1758.0,4053.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2022-12-11,Bone Spring,7886.14,32180.07,4405.46,1723.0,4081.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-01-10,Bone Spring,7872.01,32339.43,4415.29,1689.0,4108.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-02-09,Bone Spring,7579.0,31344.66,4268.02,1655.0,4136.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-03-11,Bone Spring,7463.12,31071.19,4219.58,1623.0,4163.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-04-10,Bone Spring,7376.53,30914.05,4187.23,1591.0,4191.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-05-10,Bone Spring,7190.42,30332.37,4097.79,1559.0,4218.0,64
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-06-09,Bone Spring,7023.44,29821.63,4018.45,1528.0,4246.0,32
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-07-09,Bone Spring,6762.05,28898.18,3884.12,1498.0,4274.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-08-08,Bone Spring,6634.06,28534.13,3825.55,1468.0,4301.0,24
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-09-07,Bone Spring,6534.35,28285.44,3782.78,1439.0,4329.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-10-07,Bone Spring,6257.24,27258.42,3636.45,1411.0,4356.0,48
42-109-73273,MIDLAND_UNIT_224H,ExxonMobil,Midland,2023-11-06,Bone Spring,6142.14,26926.33,3583.39,1383.0,4384.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-01-01,Bone Spring,58203.47,159499.72,19636.11,4500.0,2740.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-01-31,Bone Spring,46933.64,129902.25,15913.18,4411.0,2768.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-03-02,Bone Spring,38996.42,109002.39,13287.79,4324.0,2795.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-04-01,Bone Spring,33799.65,95402.67,11574.04,4238.0,2823.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-05-01,Bone Spring,29504.4,84087.45,10152.98,4154.0,2850.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-05-31,Bone Spring,26883.62,77354.96,9296.47,4072.0,2877.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-06-30,Bone Spring,23748.62,68985.1,8252.44,3991.0,2905.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-07-30,Bone Spring,21914.86,64258.95,7652.19,3912.0,2932.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-08-29,Bone Spring,19778.24,58535.94,6939.49,3835.0,2960.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-09-28,Bone Spring,18837.63,56268.3,6641.24,3759.0,2987.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-10-28,Bone Spring,17060.32,51426.97,6043.42,3684.0,3014.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-11-27,Bone Spring,16092.62,48950.93,5727.78,3611.0,3042.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2019-12-27,Bone Spring,14785.27,45379.36,5287.4,3540.0,3069.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-01-26,Bone Spring,13941.54,43171.82,5009.19,3470.0,3097.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-02-25,Bone Spring,0.0,0.0,0.0,3401.0,0.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-03-26,Bone Spring,12961.72,40848.06,4700.86,3334.0,3151.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-04-25,Bone Spring,11903.06,37837.96,4337.0,3268.0,3179.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-05-25,Bone Spring,11490.23,36840.52,4205.96,3203.0,3206.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-06-24,Bone Spring,11014.12,35615.82,4050.26,3140.0,3234.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-07-24,Bone Spring,10662.72,34771.72,3939.03,3077.0,3261.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-08-23,Bone Spring,9941.12,32690.95,3689.22,3016.0,3288.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-09-22,Bone Spring,9467.17,31391.82,3529.3,2957.0,3316.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-10-22,Bone Spring,9430.19,31527.64,3531.43,2898.0,3343.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-11-21,Bone Spring,8846.57,29818.85,3327.79,2841.0,3371.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2020-12-21,Bone Spring,8857.19,30097.38,3346.73,2785.0,3398.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-01-20,Bone Spring,8345.0,28585.61,3167.27,2729.0,3425.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-02-19,Bone Spring,8292.83,28634.14,3161.46,2675.0,3453.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-03-21,Bone Spring,7935.81,27618.87,3038.74,2622.0,3480.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-04-20,Bone Spring,7497.95,26300.48,2883.73,2570.0,3508.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-05-20,Bone Spring,7356.95,26007.52,2841.91,2520.0,3535.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-06-19,Bone Spring,7180.16,25579.28,2785.73,2470.0,3562.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-07-19,Bone Spring,6888.99,24730.79,2684.38,2421.0,3590.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-08-18,Bone Spring,6583.08,23812.98,2576.28,2373.0,3617.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-09-17,Bone Spring,6543.4,23848.78,2571.79,2326.0,3645.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-10-17,Bone Spring,6425.47,23595.06,2536.28,2280.0,3672.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-11-16,Bone Spring,6120.87,22644.24,2426.37,2235.0,3700.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2021-12-16,Bone Spring,6214.17,23159.73,2473.84,2190.0,3727.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-01-15,Bone Spring,6012.15,22571.57,2403.56,2147.0,3754.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-02-14,Bone Spring,5766.14,21805.97,2314.93,2104.0,3782.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-03-16,Bone Spring,5544.23,21118.69,2235.2,2063.0,3809.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-04-15,Bone Spring,5528.47,21210.18,2238.17,2022.0,3837.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-05-15,Bone Spring,5483.56,21188.15,2229.24,1982.0,3864.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-06-14,Bone Spring,5232.81,20362.67,2136.13,1943.0,3891.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-07-14,Bone Spring,5143.86,20157.48,2108.49,1904.0,3919.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-08-13,Bone Spring,5003.69,19745.32,2059.48,1867.0,3946.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-09-12,Bone Spring,5014.89,19926.92,2072.54,1830.0,3974.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-10-12,Bone Spring,4962.34,19854.12,2059.2,1793.0,4001.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-11-11,Bone Spring,4711.7,18980.44,1963.14,1758.0,4028.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2022-12-11,Bone Spring,4695.81,19045.09,1964.44,1723.0,4056.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-01-10,Bone Spring,4636.75,18932.64,1947.56,1689.0,4083.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-02-09,Bone Spring,4496.14,18481.72,1896.08,1655.0,4111.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-03-11,Bone Spring,4338.89,17954.21,1837.08,1623.0,4138.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-04-10,Bone Spring,4352.31,18129.03,1850.11,1591.0,4165.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-05-10,Bone Spring,4341.24,18201.89,1852.73,1559.0,4193.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-06-09,Bone Spring,4256.86,17964.74,1823.89,1528.0,4220.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-07-09,Bone Spring,4173.15,17725.84,1795.07,1498.0,4248.0,32
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-08-08,Bone Spring,4104.59,17547.1,1772.5,1468.0,4275.0,64
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-09-07,Bone Spring,3962.27,17047.28,1717.73,1439.0,4302.0,48
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-10-07,Bone Spring,3864.03,16730.48,1681.65,1411.0,4330.0,24
42-139-99485,EDDY_UNIT_225H,ExxonMobil,Eddy,2023-11-06,Bone Spring,3894.45,16968.93,1701.46,1383.0,4357.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-01-01,Bone Spring,68355.9,164191.38,17342.66,4500.0,2402.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-01-31,Bone Spring,54309.65,131756.71,13847.86,4411.0,2426.0,32
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-03-02,Bone Spring,44130.78,108122.5,11308.44,4324.0,2450.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-04-01,Bone Spring,37019.14,91587.85,9533.05,4238.0,2474.0,48
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-05-01,Bone Spring,32118.09,80233.79,8311.69,4154.0,2498.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-05-31,Bone Spring,28336.4,71467.46,7368.99,4072.0,2522.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-06-30,Bone Spring,25269.19,64338.59,6603.41,3991.0,2546.0,32
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-07-30,Bone Spring,22667.04,58257.63,5952.16,3912.0,2570.0,48
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-08-29,Bone Spring,21292.64,55236.7,5618.27,3835.0,2594.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-09-28,Bone Spring,19248.14,50395.24,5103.22,3759.0,2618.0,32
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-10-28,Bone Spring,18504.71,48893.29,4929.59,3684.0,2642.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-11-27,Bone Spring,16856.42,44943.06,4511.88,3611.0,2666.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2019-12-27,Bone Spring,15452.98,41572.36,4155.83,3540.0,2690.0,48
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-01-26,Bone Spring,14413.8,39122.92,3894.64,3470.0,2714.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-02-25,Bone Spring,14107.92,38631.56,3829.89,3401.0,2738.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-03-26,Bone Spring,13270.03,36655.91,3619.26,3334.0,2762.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-04-25,Bone Spring,12727.66,35463.43,3487.48,3268.0,2786.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-05-25,Bone Spring,11991.88,33701.35,3301.08,3203.0,2810.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-06-24,Bone Spring,11319.45,32083.49,3130.34,3140.0,2834.0,48
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-07-24,Bone Spring,10567.79,30206.86,2935.88,3077.0,2858.0,48
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-08-23,Bone Spring,10289.27,29657.88,2871.55,3016.0,2882.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-09-22,Bone Spring,10110.89,29386.58,2834.6,2957.0,2906.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-10-22,Bone Spring,9587.2,28094.81,2699.94,2898.0,2930.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-11-21,Bone Spring,8988.5,26556.23,2542.74,2841.0,2954.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2020-12-21,Bone Spring,8980.84,26749.34,2551.96,2785.0,2978.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-01-20,Bone Spring,8516.26,25570.16,2430.75,2729.0,3003.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-02-19,Bone Spring,8135.91,24623.57,2332.51,2675.0,3027.0,32
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-03-21,Bone Spring,7892.57,24076.69,2272.76,2622.0,3051.0,32
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-04-20,Bone Spring,7730.63,23768.35,2235.94,2570.0,3075.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-05-20,Bone Spring,7567.2,23447.66,2198.27,2520.0,3099.0,32
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-06-19,Bone Spring,7305.2,22811.27,2131.42,2470.0,3123.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-07-19,Bone Spring,6951.52,21873.87,2037.05,2421.0,3147.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-08-18,Bone Spring,6665.06,21132.58,1961.56,2373.0,3171.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-09-17,Bone Spring,6672.55,21316.59,1972.23,2326.0,3195.0,32
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-10-17,Bone Spring,6515.57,20971.61,1934.1,2280.0,3219.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-11-16,Bone Spring,6251.1,20270.49,1863.52,2235.0,3243.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2021-12-16,Bone Spring,6020.17,19666.26,1802.31,2190.0,3267.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2022-01-15,Bone Spring,5828.98,19181.73,1752.47,2147.0,3291.0,32
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2022-02-14,Bone Spring,5687.81,18853.77,1717.24,2104.0,3315.0,32
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2022-03-16,Bone Spring,5809.58,19396.95,1761.38,2063.0,3339.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2022-04-15,Bone Spring,5610.24,18866.17,1708.06,2022.0,3363.0,64
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2022-05-15,Bone Spring,5466.17,18512.99,1671.13,1982.0,3387.0,48
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2022-06-14,Bone Spring,5219.48,17802.88,1602.33,1943.0,3411.0,24
42-333-70777,EDDY_UNIT_226H,AstraCore,Eddy,2022-07-14,Bone Spring,5218.11,17923.52,1608.53,1904.0,3435.0,24
